,0,1,2,3,4,5,6,7,8,9,10,11,File Path,Quality,Root Note
0,3.0318744e-05,2.5354817e-05,1.844985e-05,5.454721e-05,3.603073e-05,2.6594378e-05,1.2693653e-05,1.4704114e-05,2.5421245e-05,1.2950176e-05,2.2797713e-05,3.932256e-05,data/chords/dim/Eb-7-dim-chord-1.wav,dim,Eb
1,4.409354e-05,5.5026e-05,1.4696004e-05,2.9380091e-05,3.4976798e-05,5.748415e-05,4.8698595e-05,2.6369182e-05,5.7301106e-05,4.302099e-05,2.254453e-05,6.235474e-05,,,
2,0.00049872027,0.0001673535,0.00013486591,0.007999106,0.00013733233,0.000109892106,0.0051411567,4.1550276e-05,2.9896855e-05,5.673383e-05,0.0022997446,0.0020038006,,,
3,0.00012369889,0.00012474852,0.002133176,0.0035597098,7.056907e-05,6.779393e-05,0.0022093297,0.0022915713,4.2458407e-05,7.6843775e-05,0.0023290415,0.002155138,data/chords/min/Bb-5-min-chord-0.wav,min,Bb
4,0.00022291897,0.0001553475,0.008392095,0.00029762244,0.00024927905,0.0003005684,0.005200346,0.0003185725,3.9099432e-05,0.00015863373,0.00551911,0.00059914344,,,
5,0.0045963433,0.0002376706,0.0042946497,0.000147596,0.004558224,0.00092894316,0.005147387,0.0010310787,0.0004392977,0.0029302207,0.00029317243,0.0021980507,,,
6,0.00074177806,0.027744005,0.0005671848,0.0003288327,0.00012176921,0.006153797,0.00014296094,0.00017907655,0.003712686,6.410328e-05,3.1097148e-05,3.5430814e-05,,,
7,0.00024105608,0.003375085,8.754639e-05,0.0014492543,0.0035517833,0.0034518302,0.0009145789,0.0036756347,0.0022571504,0.00034806613,0.0017553093,0.00028819538,,,
8,6.7959525e-05,3.6989382e-05,4.646394e-05,5.632499e-05,3.5914152e-05,3.552852e-05,5.689388e-05,4.2177693e-05,3.501893e-05,2.7052189e-05,3.5811445e-05,1.5395372e-05,,,
9,4.873582e-05,7.58427e-05,3.1283504e-05,4.180214e-05,4.211863e-05,7.347714e-05,4.502281e-05,3.838008e-05,5.5469904e-05,4.2184714e-05,5.4460623e-05,6.208894e-05,,,
10,0.0021874602,0.00055281067,0.00079549773,0.001320455,0.0024474377,0.0033661032,6.564776e-05,0.003164323,9.409968e-05,0.0015525924,0.0014050903,0.001788188,,,
11,0.0046173604,0.00064296764,5.233524e-05,0.0008124341,0.0025674093,0.0035968546,0.0001242852,0.0033261187,0.00071202294,0.00013909304,0.0029944908,0.00026920083,,,
12,4.9989114e-05,4.649497e-05,6.463911e-05,5.441138e-05,2.0396004e-05,1.8160375e-05,6.309087e-05,3.125273e-05,2.8423761e-05,3.8939284e-05,2.9066112e-05,3.10603e-05,,,
13,4.4997785e-05,0.0004871261,0.003533993,7.171355e-05,0.00014698283,0.0026167948,0.0015613082,3.313963e-05,0.001786935,0.0020418037,0.0009251742,2.759922e-05,,,
14,0.003799784,0.0072569684,5.8986963e-05,8.119015e-05,0.0023198659,0.0041309376,7.5168e-05,4.6346027e-05,0.0018490804,0.0020741974,2.8268563e-05,2.5120293e-05,,,
15,0.0068577,7.003312e-05,0.00014561458,0.00027935294,0.010824292,0.00021903592,0.00012851364,0.0031767946,0.0039836504,2.5866868e-05,3.256223e-05,0.0028609864,,,
16,0.00013486602,6.215869e-05,0.0007518792,0.0022412804,0.0042690737,0.00011840321,0.0021862646,0.000745942,0.0017012508,0.0016082173,4.472694e-05,0.002794343,,,
17,4.5587483e-05,5.730603e-05,1.1681389e-05,4.060456e-05,2.0178446e-05,6.644603e-05,3.5737525e-05,2.8677172e-05,4.2174554e-05,2.4843423e-05,2.9254898e-05,2.1628066e-05,,,
18,0.00013091865,0.007745091,0.0023633712,6.768896e-05,8.259265e-05,0.0029452073,5.3226096e-05,0.0023459743,0.0019541692,4.7030426e-05,0.0019986255,0.0025263105,,,
19,1.9092551e-05,2.367883e-05,4.1315798e-05,3.980773e-05,1.7237802e-05,5.8615706e-06,1.6082624e-05,2.5801583e-05,1.684079e-05,2.7758097e-05,3.295739e-05,1.1901131e-05,,,
20,0.02208281,0.0005458694,0.00014371723,0.00015785666,0.009817293,0.00012580166,8.5770866e-05,0.0036910628,3.9389175e-05,2.3387947e-05,6.228762e-05,0.0026369167,data/chords/maj/Ab-3-maj-chord-1.wav,maj,Ab
21,0.00044927993,0.00046574415,0.0002871531,0.0074112616,0.00025074618,0.00018100234,0.0056897257,0.00043113995,0.00016655329,0.0034708218,4.185719e-05,5.9885733e-05,,,
22,0.0002105394,0.0034390024,0.0024046365,6.1293606e-05,3.380512e-05,0.0027025002,0.0020739427,4.2422645e-05,0.0017591311,5.979766e-05,0.0014326387,8.239388e-05,,,
23,3.0624786e-05,3.940601e-05,3.614735e-05,4.4434844e-05,9.526e-06,2.5973763e-05,2.6875447e-05,2.8244878e-05,3.2299926e-05,8.232855e-06,2.718888e-05,2.7134634e-05,,,
24,3.9766983e-05,3.676129e-05,8.844808e-06,2.030734e-05,3.2207357e-05,2.6165615e-05,3.3709646e-05,3.3395416e-05,3.0202644e-05,2.8207414e-05,5.234647e-05,4.679439e-05,,,
25,0.0054540136,0.0008538993,0.0039910655,0.00096787227,0.0040096757,0.004692701,0.00011988878,0.004408471,0.0009304831,0.00017539528,0.0038145822,0.0014437813,,,
26,0.00014846883,0.0089653935,8.843833e-05,0.00016309773,7.566405e-05,0.003029669,0.0026557785,4.3547614e-05,0.0019706618,6.051412e-05,0.0020028113,2.727804e-05,,,
27,5.0486153e-05,5.6645422e-05,4.1081414e-05,1.21967505e-05,2.5093927e-05,4.247374e-05,4.5991346e-05,4.4483586e-05,3.2707932e-05,5.7021032e-05,2.796963e-05,6.301768e-05,,,
28,0.0035515584,0.0001336204,5.3092786e-05,0.0022620193,9.855188e-05,0.0038411105,0.0021715756,4.2065007e-05,0.00061775965,0.0017539286,0.0018646019,0.00027562495,data/chords/aug/Ab-2-aug-chord-0.wav,aug,Ab
29,3.2155476e-05,3.6991674e-05,4.208419e-05,1.34864185e-05,1.1809283e-05,2.1495329e-05,2.5529944e-05,3.0722615e-05,2.2955946e-05,2.0162477e-05,7.397789e-06,1.9683786e-05,,,
30,3.0408422e-05,2.8640437e-05,1.4309967e-05,7.817622e-06,1.3115479e-05,1.0037143e-05,2.868478e-05,4.062551e-05,0.00014658009,0.00010379723,2.3779905e-05,0.00012967475,,,
31,0.0034443722,0.0029296526,9.238349e-05,0.00010846262,0.0020984407,0.003642263,5.3897227e-05,4.482969e-05,0.0018377249,0.0018551215,3.3885513e-05,7.2163e-05,,,
